entid,cluster
1008332982,75
1199301106,667
1095473849,-1
909118747,-1
926507514,-1
1154166661,655
697910280,-1
480356849,188
34552549,-1
350587268,-1
111286211,-1
17260995,376
629760114,-1
71374755,355
1189475449,122
549998675,-1
909463926,-1
1021235324,79
1120730686,-1
211101804,-1
569311652,168
232779620,418
1204528127,669
574890448,-1
356314194,451
814518931,28
606711359,-1
421881078,-1
809383120,561
1018229234,78
1087413851,96
1022581931,-1
603003239,-1
28310371,368
188029906,271
1061392922,88
572454725,167
1128288581,-1
614511003,509
1079396457,-1
377078513,219
863135967,-1
393283440,-1
357082486,451
886561575,-1
812086015,562
920951293,-1
1108246963,102
1177405611,-1
651242292,519
716238110,-1
1081069278,93
1229750466,-1
438265012,-1
1158820955,-1
1231276480,676
210785406,-1
857356496,-1
1152308541,-1
181548141,399
620500307,-1
900005310,48
1014921714,615
226007652,-1
268918015,-1
1058358745,-1
988400177,-1
283370143,-1
24530863,318
624270694,-1
1189114949,-1
590718642,502
333762602,-1
1214265893,-1
12566661,-1
521453127,680
196922011,-1
1115651462,646
1017396691,-1
57600494,-1
567252563,-1
376950213,456
114150522,292
566980571,-1
528468029,175
230022806,-1
634673813,151
606382450,-1
1127568345,107
1139167835,-1
353132392,226
1180332385,120
332870200,-1
492033009,-1
459080180,-1
539171048,173
1126972963,-1
654423810,520
413231620,-1
498463709,-1
1027458962,-1
455646733,-1
192768531,-1
989656607,70
1003221786,-1
908101470,-1
502080940,-1
146242348,389
1205011357,669
507836275,-1
930719951,-1
956601166,-1
1096384915,99
277376953,-1
619896552,684
1040087708,83
287779162,-1
764405882,13
1179486719,-1
263223784,-1
234347964,-1
700812520,136
599453225,160
1074040658,91
6217199,-1
914792356,-1
649731201,-1
1188288429,-1
753606528,-1
1083108362,-1
833396936,-1
224763405,259
388393422,-1
860188978,-1
173046464,-1
678584693,-1
241254434,-1
290409815,-1
67193838,-1
334193642,231
593472123,683
705523585,533
15505494,-1
705764416,134
37347772,-1
87142941,300
1150076746,-1
765736155,550
852665415,348
47765794,360
140150149,-1
122388721,-1
256921298,251
396566173,461
1225696355,-1
1224682513,674
431806325,-1
747365893,544
835696872,-1
1165134734,-1
909295164,-1
125952985,-1
50251530,310
956693028,-1
1223566753,-1
12950056,-1
776669580,-1
1113254267,645
791344530,555
17566259,376
1186648690,-1
347332930,-1
3735535,380
1155495815,-1
886352006,585
633805257,-1
163170246,-1
415915539,465
413319317,-1
951399026,-1
495867226,-1
725175640,-1
747756688,544
396296266,461
557410348,-1
700519778,-1
454598470,473
452504470,473
197466707,268
389777717,-1
490473216,481
700187891,136
549731464,-1
191956142,-1
527542236,175
841110875,-1
70604305,-1
117079703,290
527125703,489
50050000,-1
12341615,378
26624910,-1
288440661,-1
753735922,546
986234717,607
941159456,59
921075156,-1
889021404,-1
942703303,-1
371397768,-1
816725304,29
1095718591,99
777755253,-1
366545916,454
33322185,316
1111922976,345
33309054,-1
129021712,384
1099439666,-1
578038152,165
301055749,-1
1128120344,-1
1080172329,93
935659268,594
685512108,139
301417089,240
901191031,-1
313856887,-1
1090079579,637
492323016,482
70220513,355
1046299329,-1
877487169,-1
396627000,461
131000693,287
31485576,317
18258442,320
683944429,139
885539548,585
507433114,484
573609801,-1
702507177,531
1021790428,618
935913967,594
956658059,-1
1095705242,99
1133058522,650
997864454,72
770157031,15
18454080,-1
811099766,26
348374881,227
395097516,681
248066860,-1
652109476,519
150804109,-1
89058622,-1
1004832350,348
6979941,323
225588076,416
599400533,-1
296316188,436
381314202,-1
400816559,-1
576283533,-1
453789571,-1
256836161,425
866393182,-1
844295511,34
261670437,-1
1056582814,628
576626179,-1
641602615,-1
474347568,-1
84295038,350
591974733,502
160633062,391
235616090,256
128764700,384
471308484,-1
335220045,231
664796328,-1
152440631,281
512192700,-1
436949699,469
547980097,-1
635146036,514
1210594057,126
453926510,473
225822567,416
135293117,385
319086535,235
90920959,-1
796097,-1
585628642,-1
383153184,-1
718502270,-1
1012644602,-1
1230311107,-1
770160817,15
641696825,149
1233771029,132
728355491,-1
656412177,-1
885973260,-1
542762760,-1
828831767,-1
406704808,-1
118080722,290
105170710,-1
1088500073,96
1104761248,-1
90834217,-1
16514689,-1
83572229,350
861396049,-1
719651061,-1
825441013,30
144094091,388
432563835,-1
507271600,-1
1199762353,667
461470126,475
828773926,-1
267411676,-1
507008788,484
797023681,557
1217629202,-1
579445218,164
746734777,8
290073080,-1
51649205,-1
1055574055,-1
600147816,-1
1187502992,-1
243173903,421
72774888,-1
670025899,-1
407670075,-1
629814518,-1
716527033,534
528381612,-1
382011199,-1
255718743,251
296143143,-1
1186848144,-1
21555543,-1
382991322,-1
467931355,190
1167659648,-1
24295028,-1
1015275963,-1
242466819,-1
658987796,-1
1015607937,-1
167830784,-1
103538899,295
533815393,491
908820235,-1
605381003,505
742531827,-1
176395795,-1
46548046,-1
754120700,-1
416057131,207
368166004,222
822090632,565
4339441,-1
1171087251,661
282661398,245
1233390387,-1
679107843,140
1114336722,-1
679645022,-1
1049118355,-1
717580618,-1
387893423,-1
234801718,-1
1185804461,665
482394235,479
416100311,207
575596428,-1
963823344,64
1185401075,665
889898984,-1
517353431,178
558663813,-1
220563501,-1
588285221,501
60068624,357
166666640,-1
426380994,-1
245727578,-1
72613857,-1
11568352,322
829088501,567
634852027,-1
41726652,-1
701212899,531
945933571,597
1158570287,-1
858487574,37
1154132601,655
265414334,426
723426658,-1
167732608,-1
84862282,-1
26014112,-1
466845122,-1
847117943,-1
736556758,540
413637490,-1
517886993,178
334385685,-1
1014850223,-1
987054566,607
338692493,-1
191068310,-1
133081861,-1
470391166,-1
647252350,148
651521539,-1
1179650368,119
545054487,-1
327788826,233
546647304,-1
88880631,-1
227342243,417
1004717959,612
961330574,-1
1114870905,-1
712859519,-1
534024185,174
134139661,-1
1143168267,652
975253127,603
1093825913,-1
821080084,-1
912064247,-1
655156679,147
891752462,-1
105218323,-1
1112387912,-1
596629438,161
494923713,-1
477997054,-1
158158746,280
388851900,459
81500540,301
167371979,-1
1014013036,-1
567253989,-1
1149649908,-1
1172293674,-1
1034434454,-1
696357343,-1
464496132,476
1172790492,-1
563620881,496
869579371,-1
6752179,323
929350677,-1
51981125,-1
670526093,525
556195664,-1
526173030,-1
726794489,-1
1210136040,126
1149977238,-1
273546124,-1
540501276,-1
1094991944,-1
744899262,-1
337502360,-1
1074044392,91
892212578,45
424562929,-1
320140501,443
47415258,-1
733988646,-1
186767695,272
672628927,-1
907172901,-1
589559168,-1
294389493,-1
749719860,-1
82307948,301
89906751,-1
830155228,568
617482582,-1
52363326,-1
805424400,25
1103336052,-1
1223333598,-1
1182882318,-1
696406348,529
1187276905,-1
607411934,157
1137301369,-1
822725112,565
215297121,-1
998644389,-1
266769043,-1
1018793102,616
290230758,-1
440638747,470
936910195,-1
87092606,300
604763544,-1
1096362429,-1
1002659570,-1
250792868,253
429398562,-1
70094255,305
124734491,289
1150753312,-1
815448370,563
1166498450,116
71907499,304
921512653,-1
1175857829,-1
471406752,-1
60482552,308
472827001,-1
1220850302,-1
323179334,-1
306516861,-1
845805880,572
563218555,-1
242568551,421
390088087,214
121925477,-1
381403554,457
1059460430,629
298721860,-1
674502068,-1
790785896,684
809942081,-1
842308186,-1
499144172,483
134752954,-1
139131350,387
464489452,-1
58515031,358
1056867212,-1
1109695431,-1
711909874,-1
7293904,323
870913555,-1
359592356,452
846893267,-1
30179898,-1
185788468,-1
1135053430,-1
1063822992,88
829723928,31
405422853,-1
909068442,-1
355812891,-1
1165890393,-1
174016066,-1
784797034,-1
498946822,183
1227334020,-1
344579758,-1
729394825,-1
759148318,-1
1226281479,675
649788003,-1
1176869646,119
1152140024,654
210383067,263
963215242,-1
797520379,557
369111449,-1
522338802,-1
66291491,356
1150755124,-1
576074242,-1
854967838,-1
1209948197,-1
1065491654,630
305154716,239
622810240,512
94628547,298
549512168,171
326580845,233
738097339,-1
1033894440,-1
769345668,551
700982378,-1
67264605,-1
1086151159,-1
107399550,-1
1140192038,-1
117527144,374
923590000,54
564682959,-1
43594694,-1
594537663,503
338335569,-1
1018681093,78
1108864194,644
869219416,580
850913250,-1
99502400,-1
73643264,-1
1130731440,-1
748718009,-1
425143004,-1
423696640,466
361937118,-1
772922863,16
1170083967,-1
931039876,593
738963419,541
363480427,-1
693274378,137
261892679,-1
933436630,593
914136215,-1
427872209,467
370409549,-1
71115142,-1
714055652,-1
1168793689,117
830353639,31
628490063,678
722804585,0
731050139,-1
75377530,352
354264679,-1
552525326,-1
574088212,-1
16662424,320
1167847192,-1
654589853,147
635882506,514
777812090,-1
637860110,-1
643995819,517
265370615,249
473603328,-1
1158207896,341
797568314,-1
851018238,-1
651615212,-1
510663003,485
403882252,-1
914851108,-1
1153153760,-1
916447957,-1
786949367,554
208707268,-1
788391066,-1
1136391732,-1
1022943821,-1
492405943,-1
902406486,-1
240664031,420
493825998,-1
576223938,165
615363442,-1
121558040,-1
492666453,-1
1183607328,121
1207077240,125
564028155,496
232542396,418
898349455,-1
740705443,-1
715868012,-1
258536359,250
1120147131,-1
85583992,-1
777389681,17
146970786,389
691980281,-1
192789607,-1
55202957,359
1022662318,618
463572193,476
330306037,232
9075122,-1
1073909094,-1
971092189,-1
430408411,-1
330664949,446
481611457,-1
420039869,-1
307832564,238
885398224,-1
267580966,426
1028619057,620
1107971885,102
923333197,54
357660388,451
1160505276,114
206994052,-1
718751273,2
1047836288,625
943242792,596
337501821,-1
944961774,60
407842625,-1
871128341,-1
762050375,-1
489752428,186
416492186,207
326719827,-1
139637367,387
1131429602,-1
1221257412,-1
657376232,-1
1049825239,-1
350481446,450
4627235,380
1215434367,127
1126714936,-1
545755580,-1
585534863,-1
113452493,-1
666338078,-1
216816719,-1
462837049,-1
1126703284,-1
568370580,-1
1082256765,94
1003170575,-1
949509623,-1
1161132456,-1
344253608,229
999171554,72
638607427,-1
1093038031,-1
792053727,-1
1076638596,-1
328178490,445
646340285,518
922021901,591
431658066,-1
1229037298,-1
704324790,-1
1225991575,-1
1171038257,-1
1073680861,-1
744831564,7
637301214,-1
952688116,-1
297748134,-1
1200405615,-1
812653559,27
644612535,-1
579085849,-1
1005144343,-1
655454164,-1
851456290,-1
1210627137,-1
118936778,290
955489057,62
34564844,366
417928253,-1
88708773,-1
768550740,-1
1081728372,635
269329089,427
1077806792,633
257000995,425
1117724341,646
214385717,-1
616879856,-1
29710180,367
897913579,-1
1176774606,-1
837743488,-1
211495478,-1
322872551,234
867450888,-1
331263090,446
1132496715,109
124664849,289
102551598,295
873688917,40
72612707,-1
320769627,-1
1002985609,-1
566620558,-1
49847356,-1
462906284,191
1046289603,-1
664568605,145
92880011,299
625788457,153
439045286,-1
1202534863,668
562627237,-1
321811652,234
545631359,326
284392751,432
1039801601,-1
1082932753,-1
313084319,-1
40457119,-1
23682149,-1
1036174872,-1
1032792355,82
93629253,-1
1217198728,127
154426006,-1
1077934020,-1
562411625,-1
244013377,680
383954073,-1
719474081,535
83014283,-1
646720015,148
304320622,-1
478139581,-1
681267576,-1
288327378,434
354234447,226
1024186033,80
283474715,-1
393111465,-1
890470807,-1
41982761,-1
814264937,28
15484219,-1
347062300,228
662387139,522
1211175274,-1
1052315906,627
35605639,315
758393369,11
318429888,442
424537795,-1
26019577,-1
43718751,363
88519492,-1
743695385,543
828356001,-1
337652361,-1
657748131,-1
636191915,514
1060204191,629
924251827,-1
841541151,33
276972327,247
62390575,-1
631111152,152
849380778,574
844543943,-1
446894656,472
187884675,271
1203524442,-1
286466904,244
766144689,14
408562265,-1
974650263,68
230952448,-1
415551733,-1
148531776,282
185534220,272
496980733,184
1100331446,101
861650029,577
1215435198,127
454176236,-1
708505136,133
977868266,604
393360139,-1
781523719,553
62278932,-1
198740367,-1
635663959,514
555062566,495
1151232580,112
590883960,-1
90390333,-1
502394739,-1
211352641,-1
883959893,-1
956122023,-1
8613427,-1
961213869,600
592486750,-1
663610703,145
660932173,-1
520307384,177
406328306,-1
320204138,235
525151841,-1
93983555,353
1170654823,-1
1058563011,-1
614998237,155
93459791,-1
944041827,60
529130349,490
490056231,-1
1142639773,111
698373009,530
746656863,-1
552148999,-1
1202145895,-1
646183263,148
288611374,434
703645929,532
549713930,171
740640299,6
1186834182,665
949405857,598
939814738,-1
95372180,-1
212821692,-1
644480631,148
592979362,162
1178531105,119
296193174,241
840366560,33
1094770755,-1
869389017,580
1218417231,128
930423548,-1
343521154,229
531873920,174
1151731150,-1
1212160802,-1
836018513,569
983569656,-1
459807855,475
881312968,584
732330100,-1
412984339,-1
677679360,141
1020404646,617
1068576799,630
880705593,-1
1013069753,-1
412014258,339
761992375,12
1191771642,-1
552558684,-1
1164000197,-1
1134127066,-1
550815090,-1
114126067,373
220536959,-1
647749035,518
190886253,270
867300852,-1
346549638,449
1221655614,129
1113017293,645
725698768,537
611037937,507
51329379,-1
334578515,-1
692178897,-1
998553068,72
189926284,402
272270266,248
193049097,-1
356780487,451
501299164,483
195141328,404
898924800,-1
599041005,160
1080699130,-1
449683978,-1
887715873,44
219126679,-1
981042316,-1
516270011,-1
929847983,55
104540830,295
1003323811,-1
85655162,-1
911431212,588
440429121,200
1225840245,-1
432000619,-1
828046688,-1
789208443,20
370551911,221
1197884878,-1
1228670868,-1
933105103,593
460665239,192
251275103,-1
171003960,-1
794636535,-1
501495347,-1
386238269,-1
938852879,-1
1074236300,91
282787724,431
1162220290,658
1079179794,-1
1138034768,-1
793613268,556
126473993,382
702144080,531
155257697,-1
458475698,-1
268673627,-1
163503960,392
33944140,366
497453056,-1
430381261,-1
886843690,585
362115107,-1
806747336,559
613316044,-1
843177310,571
645504403,-1
1177743985,-1
611366863,156
959251599,-1
80650302,-1
88010899,-1
909138082,50
964094420,-1
633163300,-1
7110966,-1
658341010,146
1029165608,620
1115568615,-1
170232516,-1
501109195,182
784943581,19
786901755,-1
449225354,346
250591113,253
219425135,-1
605332361,505
586623720,-1
68372406,356
285915995,244
1023191086,-1
1079093146,-1
1163101038,-1
2204481,-1
518476580,-1
58663843,-1
40212297,-1
785416044,332
541614379,-1
963370261,64
66999843,-1
386687687,215
112112016,-1
601385882,159
706497043,-1
772043264,-1
480372201,188
952156217,-1
254255976,346
385268749,216
11903114,378
488036889,-1
1163208582,-1
1130565889,-1
994932759,-1
952051430,-1
583597592,-1
527903966,489
946352462,-1
799080938,-1
1126510029,-1
948976350,598
547842183,-1
402597503,210
833455018,31
27506441,-1
961342330,-1
1159770129,-1
1185979689,-1
1179072556,664
723047036,536
231973377,-1
191390596,403
457395023,-1
368132676,222
669554763,143
27260654,-1
125301595,289
643314996,-1
601154056,-1
153878729,-1
900470535,48
557592304,-1
286228958,-1
218099234,-1
952144587,599
460651509,192
1166467164,-1
996605665,337
23341331,-1
472195665,478
1041304407,623
193972950,-1
593308263,162
1206489139,-1
848455265,35
163842820,-1
171608416,396
1066449204,630
691175152,528
159891237,279
621528382,-1
1233378339,132
688241041,-1
579109408,164
1117446178,646
192416561,270
1005563363,-1
989330934,-1
1140179848,-1
199367346,268
951994625,-1
834995442,32
545121322,-1
695526356,-1
477955166,-1
477260713,-1
460751033,475
926360825,-1
455365016,-1
988024120,-1
48994655,360
1005461308,-1
1024994948,619
1155797450,113
450806114,195
189425389,-1
532157810,-1
316127901,-1
578250987,498
521133883,-1
350741041,-1
1085345585,-1
1164863970,-1
931518618,593
387120651,215
844101127,34
641545238,-1
417761285,-1
1152950820,-1
526370261,175
119111279,-1
341202122,-1
7885936,-1
361333721,452
632693974,-1
601134833,159
1065480306,343
717181600,534
514442692,486
1014614801,615
428964165,467
990347830,70
934295373,57
182605580,400
1058425949,-1
957992725,63
172510260,277
1226886622,-1
434519880,202
1121800093,-1
370219292,-1
1094485325,-1
266813726,335
628540474,-1
738715562,541
972804374,-1
495261223,-1
187292727,401
505435888,-1
1230489573,-1
662817957,-1
473220924,189
217067831,261
227160142,417
383531481,-1
393420639,-1
527439666,489
914200569,-1
50674693,310
115478022,373
277248694,-1
295999416,436
1153034155,-1
777188275,17
585103456,-1
482191058,479
700377759,136
410586737,-1
575224830,-1
1118313173,-1
546284543,-1
1227002332,130
1099132230,-1
229843536,-1
389729816,459
755521214,-1
468943085,-1
233832752,256
423199818,-1
861640494,577
643924098,-1
51724300,-1
778683344,-1
360714893,452
947891681,-1
644851786,517
923084733,591
1026102358,81
1020440754,-1
297929056,-1
832435632,678
371694270,-1
735665883,540
1134658131,-1
25656010,369
939927227,595
337330425,447
961289996,-1
417191843,-1
766356192,-1
802729064,558
883097272,42
1174463949,-1
751671258,-1
118452606,290
455812529,-1
239739489,420
1111263046,645
1105018649,-1
337195177,-1
28899692,368
439474029,-1
560912674,496
276340734,-1
830233875,31
1090957795,637
607227148,506
684025094,-1
583114121,-1
607150969,506
524261956,176
130972710,-1
959934344,-1
209711081,263
870151652,580
56230699,-1
137585285,-1
109000061,372
717450008,3
240358937,255
897819459,47
354991442,-1
999026864,72
881733001,42
823823326,30
520587925,-1
258420566,-1
704760581,533
614685522,155
457690583,-1
1028838756,-1
1063798897,88
694069387,529
560776597,496
353417083,-1
673491492,-1
1017356040,-1
907631104,-1
777182357,-1
784321422,553
87916602,-1
130780621,-1
187815779,401
716554656,-1
263425191,-1
161669713,392
863431175,38
543977276,-1
556894200,-1
344772238,229
613339293,508
893494048,46
1177478151,119
1026114200,81
144287315,-1
338875772,-1
375980733,-1
271618557,-1
13844893,321
485154649,-1
1179823162,664
966634445,65
699754193,-1
1105911359,-1
1109533655,-1
614988490,155
325193173,444
948376107,-1
946138250,60
681693331,-1
102285242,-1
675756586,142
872991105,-1
1036475468,-1
689587979,528
365943839,454
501819778,182
477250143,-1
1071445360,-1
114269145,292
1190622999,666
521032919,488
396717420,212
649086776,518
611096491,507
756516471,-1
534724059,491
1040244998,83
879617435,-1
165643720,393
573315585,-1
899239689,-1
753544918,546
146213450,283
736718923,540
105654462,371
228060049,417
1225086718,-1
425539158,-1
1036153470,-1
155167588,-1
486516933,-1
555086548,-1
493365356,-1
326595421,233
1088044390,96
331904252,-1
937079874,594
227499112,417
577816325,498
478799758,-1
65865044,307
37678036,313
1049130024,626
1165669124,-1
871374337,-1
233563855,-1
790975792,20
134529020,385
216527488,-1
63507990,-1
412987664,-1
1225497697,-1
661412875,-1
735265621,-1
244159408,421
258621015,-1
214849455,-1
795693023,-1
1078846347,92
138710962,-1
767938214,-1
1156664438,113
77728927,-1
315034868,441
58056682,358
24922404,318
663998252,-1
526948939,175
550474928,493
1120562140,105
114179367,-1
969391765,-1
353436634,226
398293449,-1
335536029,-1
950736612,-1
875509310,-1
1043079457,84
1079919373,634
635226615,514
886168975,43
1230453127,676
1193498753,-1
681465988,526
834886597,-1
1162466728,115
563001163,-1
191607149,403
537789102,173
101231537,327
1015026187,615
320133386,443
92653468,-1
31433441,317
1090257579,-1
83635094,350
1026024278,-1
701756227,135
587635776,-1
270625734,-1
1065885026,-1
226496467,416
664085822,-1
600314978,-1
1191254660,-1
40402974,-1
930564465,-1
748011181,-1
343600466,448
380934662,-1
88404646,-1
12562085,-1
253829361,-1
1226386574,675
1221731192,129
239333543,-1
325946023,-1
547440553,-1
1041350711,83
221105303,-1
561729996,496
1138590205,-1
426536647,-1
40743458,312
503388455,181
213056076,-1
1215840103,-1
239425895,255
414725983,-1
109197793,372
91505026,-1
1108168460,644
247576004,423
548836346,171
1138037138,110
105408668,371
552326511,494
370487639,-1
1001111012,-1
454984056,-1
558716418,-1
265081590,426
272482765,-1
1222676313,673
547410381,-1
327854510,-1
948454858,-1
791077261,20
993442745,-1
819743000,-1
640268003,-1
870900188,580
152197768,-1
538525337,-1
306499426,-1
1192379551,-1
1146085123,-1
1167797601,-1
1070103503,-1
355077104,-1
398665284,-1
503390571,181
967822299,65
340771941,-1
172923780,277
225622268,-1
1040332104,83
823860200,30
949368800,598
947835992,-1
691454697,-1
808505867,-1
809457598,-1
1212946890,-1
528081927,175
575317947,166
79522049,302
200751039,-1
872333032,580
43534149,363
368996223,-1
1170821300,-1
429081399,467
527294821,-1
1016492686,-1
1228727344,-1
747008790,-1
73417722,-1
285351517,-1
1016306943,-1
442398624,199
355691437,346
198892887,-1
838630189,33
403124040,462
612760294,336
1007251516,343
556601957,495
1160060487,-1
453171521,194
669720279,-1
77491511,351
368420161,455
724415124,-1
1042696974,-1
511638128,-1
888170947,680
1192795944,-1
1079903068,93
2608434,-1
257413923,425
732222753,-1
401407923,-1
347337004,449
1232004753,-1
665795946,523
1226954000,-1
1026706366,-1
532117742,-1
905236705,-1
757975711,-1
805699495,25
1092431698,638
136558843,-1
611305910,507
252728569,424
1041877810,-1
868753724,39
1228261836,-1
1137242918,-1
582244055,-1
1060268291,629
579457232,164
751700937,-1
460745974,192
20224297,375
1125822943,-1
921963405,-1
271842174,-1
98794633,297
875627462,682
1164440740,-1
1117250524,-1
900812133,-1
816057291,563
111129167,338
351807698,-1
458522730,-1
291919736,243
1022472402,618
79532710,-1
1201698672,-1
901200697,48
151804881,-1
201192953,407
667342932,-1
505102113,484
699829806,-1
70915199,-1
971196406,-1
431935830,-1
791012688,-1
1164693689,-1
536531841,-1
678995390,-1
76191553,-1
206236730,265
321725648,-1
1199823931,341
1104418843,-1
20484597,319
1009736961,-1
934798818,-1
1190473900,-1
823706225,30
655206172,-1
71431647,304
116573635,-1
261130420,250
485229691,480
322325127,234
706144312,-1
43745683,311
1190843053,666
117200714,-1
727166393,-1
922231918,-1
1224360866,674
60048059,308
709324412,-1
1128987741,-1
1007419866,613
868801760,-1
942537773,59
840593595,-1
934198287,593
662316493,-1
1141641242,111
773113718,-1
586660172,-1
450364618,195
472011721,478
863019651,578
236880825,419
268808874,427
1022814113,-1
61155472,-1
902926747,48
769388312,-1
824528719,565
966226653,65
1106453921,-1
305792760,-1
597215098,504
617701246,-1
494132262,-1
525969160,175
772585066,-1
1078316927,92
163511238,-1
762889713,-1
144524112,-1
263550169,-1
486469636,-1
436700973,469
569324456,168
83832158,350
1162605897,115
647780140,-1
1092783118,-1
1057348056,-1
677932389,682
961357718,600
822810462,-1
914807587,-1
735298812,-1
937101326,-1
248611848,-1
140245352,387
599717344,-1
1116658045,646
325798348,233
848082593,-1
425173736,205
46151953,311
1211756584,126
961006772,-1
926094219,-1
900752203,587
160133098,-1
370377626,221
536657584,173
178874852,-1
279183008,429
780166887,18
156989394,280
1107497365,-1
544924259,-1
336931696,447
821517693,565
113793636,-1
436751091,469
670847199,525
434369652,202
142218422,284
135533832,286
590738055,502
523190548,488
292503700,243
877020726,583
726025640,537
859039135,-1
218980718,-1
1018549779,616
1120701231,647
424026777,-1
336869784,-1
378785471,457
692614490,-1
941517973,-1
460877305,-1
27680244,-1
743995936,-1
535968655,491
569610500,-1
571894508,167
1157509531,113
866200155,579
541598823,-1
160220282,-1
386598045,-1
746211493,8
453349911,194
161207280,-1
1202194634,668
1138896658,110
507870615,-1
786426473,-1
849542656,35
648956974,-1
315743811,236
916909263,51
1120577622,647
1001685981,-1
1179988569,664
999611440,72
235296200,-1
498866710,-1
83240477,301
297657832,-1
892903363,-1
922133017,-1
75578950,303
350902767,450
1205168605,125
744153382,543
1125177067,-1
589212093,-1
496543919,184
959982192,-1
410528128,-1
957243709,-1
930502503,-1
703447250,532
847545817,-1
396737292,461
47513456,360
270001904,-1
614634507,-1
415545360,-1
323147402,-1
704025503,-1
915299949,-1
787339551,-1
462395932,191
295833791,-1
487957396,-1
684472775,527
16005034,320
1012448176,-1
431503466,-1
1200981047,-1
251301615,253
352274586,-1
620930263,511
1209579431,126
818420099,-1
18574509,375
706956974,-1
1224060038,674
341690555,230
677454926,526
543094507,-1
1095903442,-1
598854091,160
460609992,192
1181262699,-1
531343917,490
1213439068,-1
1000755707,-1
63599505,-1
728573422,-1
930658585,-1
12507706,378
951553377,-1
1103538353,-1
100140457,338
496753430,-1
45873211,-1
928765176,-1
367432470,222
993714360,71
134513294,385
519532795,-1
402924768,210
189698995,271
529429475,-1
297702215,437
386938737,-1
1031707379,82
221851801,-1
555791661,-1
240026815,-1
162280051,-1
1140496964,-1
1122732191,648
232525095,418
160600569,391
591049147,-1
993295554,610
485686858,-1
922128743,-1
308649052,238
334445840,-1
826303265,-1
657401988,146
451324083,473
121962834,-1
643331811,-1
1005025210,-1
873292717,-1
288875285,434
636544214,514
233042096,-1
219188609,260
477804093,-1
946152886,597
153234185,281
569102406,-1
562103612,-1
19338671,-1
546058796,-1
668018462,524
389131709,-1
975601190,68
678974301,-1
995060292,-1
1148210108,-1
333476433,-1
766866010,550
1104527960,-1
274126134,-1
189701873,-1
708035055,-1
812966604,27
1221940295,-1
969229259,681
961228266,600
978334501,-1
114299197,-1
348563542,449
748545376,9
513478646,486
912867997,-1
1211284469,670
1225617245,675
53591128,359
86119700,-1
660306874,521
503402017,-1
1119400862,-1
168000221,-1
362848374,-1
72647861,-1
24598780,-1
111436062,-1
109730814,293
189211003,271
912105400,-1
568740988,-1
901542937,-1
991078809,70
149477006,-1
175136009,397
1106994026,-1
1153511266,-1
324650322,-1
33405303,316
838245652,570
679653679,-1
913943367,-1
69059803,-1
1211820076,-1
422687955,466
1138165972,651
641401525,149
558394451,-1
873312857,-1
1002894381,-1
1050177369,-1
1191522659,-1
19455763,375
1121529621,105
870499969,-1
563217573,496
1227921461,131
972087944,-1
323114113,234
1062327904,-1
1223089983,-1
60712843,308
1130054086,-1
1216243561,-1
257289615,425
952414273,-1
531581433,174
1104703010,-1
37172534,-1
348194382,449
644866360,148
1029377620,-1
188803651,402
443437942,199
52673843,-1
51682819,-1
74104943,-1
787889606,554
559183361,-1
945726753,-1
356473741,-1
743980891,543
680472205,-1
455219537,193
445861952,198
480254964,-1
640110889,515
686626096,527
498561775,483
433073609,203
714299099,-1
942721,325
191232865,270
103906005,295
1075021718,-1
176450308,276
1000225159,-1
981755116,605
818851988,-1
35836766,315
1045020395,624
951337359,-1
1158275499,113
853191912,-1
68641776,306
1123235777,648
738536414,6
1156685256,113
442807349,199
30500609,-1
859500880,-1
1067457843,-1
634968466,514
1139211870,651
1654186,-1
795718525,-1
973042164,67
1078867211,92
949262191,598
102347546,-1
680070349,140
734777865,539
1052705666,86
721800447,-1
490793450,-1
938147951,-1
653354428,147
219488280,-1
632122462,-1
498495445,183
977047663,-1
516287023,-1
566475412,169
1127245280,-1
335693175,231
859629266,-1
700875448,-1
1205179781,-1
1168489817,-1
802643218,558
959191590,-1
1214098496,-1
458613596,-1
639298468,515
1155813894,-1
253740505,-1
503213213,-1
639174114,515
1153302683,-1
56380586,309
766344392,550
117587055,374
994987899,-1
342501181,230
1171398876,661
582015101,-1
158340779,280
368876884,455
1117908575,646
1154555947,-1
754513215,10
567582556,-1
108869142,372
1030735457,621
1199614346,-1
1217896556,-1
886001648,585
892458114,45
169464023,-1
1183612658,-1
419995841,-1
672206513,143
997062703,-1
1026943697,-1
387563843,215
1020460350,-1
1101585609,-1
874276855,40
601622295,159
114822988,-1
686166412,139
929790487,-1
704679891,-1
184290262,-1
1001942723,-1
135956480,-1
701781366,531
550415772,-1
790307959,20
941347401,59
1011556066,-1
362609371,224
409990228,-1
346566971,-1
1047477702,625
408632422,463
501394885,-1
766391861,-1
895787776,-1
45163949,362
579686086,164
1153214076,-1
350625786,450
572337367,167
242559008,421
231767338,-1
196910950,-1
930469767,-1
282222515,-1
604285625,-1
582631559,-1
1146590273,-1
574198996,-1
127639160,383
143669928,-1
1173906864,-1
34521917,-1
276434630,-1
966905657,-1
884338794,-1
628150013,-1
581100255,-1
907345895,-1
376476621,219
735053871,539
1078147975,-1
474162382,-1
192118866,403
872099171,580
1092452475,-1
55076129,359
466305580,-1
810431967,26
22997476,319
59556051,308
372210897,-1
302033598,240
963503291,-1
1106613302,-1
82926335,301
1012768835,-1
